,label
1062,0
1063,0
1064,0
1065,1
1066,0
1067,0
1068,1
1069,0
1070,1
1071,1
1072,1
1073,0
1074,0
1075,1
1076,1
1077,1
1078,0
1079,1
1080,0
1081,0
1082,0
1083,0
1084,1
1085,1
1086,0
1087,1
1088,0
1089,0
1090,1
1091,1
1092,0
1093,0
1094,0
1095,1
1096,1
1098,0
1099,1
1100,0
1101,0
1102,1
1103,0
1104,1
1105,1
1106,0
1107,0
1108,0
1109,0
1110,0
1111,1
1112,1
1113,1
1114,0
1115,1
1116,0
1117,1
1118,0
1119,1
1120,0
1121,0
1122,1
1123,1
1124,0
1125,1
1126,0
1127,1
1128,1
1129,0
1130,0
1131,1
1132,0
1133,1
1134,0
1135,0
1136,1
1137,0
1138,0
1139,0
1140,0
1141,0
1142,1
1143,1
1144,1
1145,1
1146,1
1147,0
1148,1
1149,0
1150,0
1151,0
1152,1
1153,0
1154,0
1155,1
1156,1
1157,1
1158,0
1159,0
1160,0
1161,1
1162,1
1163,1
1164,0
1165,1
1166,1
1167,1
1168,0
1169,1
1170,0
1171,0
1172,0
1173,1
1174,0
1175,0
1176,1
1177,1
1178,1
1179,0
1180,1
1181,1
1182,1
1183,0
1184,1
1185,0
1186,1
1187,0
1188,0
1189,1
1190,1
1191,0
1192,1
1193,0
1194,1
1195,1
1196,1
1197,0
1198,1
1199,0
1200,1
1201,0
1202,1
1203,0
1204,1
1205,0
1206,1
1207,0
1208,1
1209,1
1210,1
1211,1
1212,1
1213,1
1214,0
1215,1
1216,0
1217,0
1218,1
1219,1
1220,0
1221,0
1222,1
1223,1
1224,1
1225,0
1226,0
1227,0
1228,0
1229,1
1230,0
1231,0
1232,0
1233,1
1234,0
1235,1
1236,0
1237,1
1238,0
1239,0
1240,1
1241,0
1242,0
1243,1
1244,0
1245,1
1246,1
1247,0
1249,0
1250,1
1251,1
1252,0
1253,1
1254,0
1255,0
1256,0
1257,0
1258,0
1259,1
1260,1
1261,0
1262,1
1263,1
1264,1
1265,0
1266,1
1267,0
1268,0
1269,0
1270,0
1271,0
1272,1
1273,1
1274,0
1275,1
1276,0
1277,0
1278,0
1279,0
1280,1
1281,1
1282,1
1283,1
1284,0
1285,0
1286,0
1287,1
1288,1
1289,0
1290,0
1291,0
1292,1
1293,1
1294,0
1295,1
1296,0
1297,0
1298,0
1299,1
1300,0
1301,1
1302,0
1303,0
1304,0
1305,0
1306,1
1307,1
1308,0
1309,0
1310,0
1311,0
1312,0
1313,0
1314,0
1315,1
1316,0
1317,0
1318,0
1319,0
1320,1
1321,0
1322,0
1323,1
1324,1
1325,0
1326,0
1327,0
1328,1
1329,0
1330,1
1331,1
1332,0
1333,0
1334,1
1335,0
1336,1
1337,0
1338,1
1339,0
1340,0
1341,0
1342,0
1343,1
1344,1
1345,1
1346,1
1347,0
1348,1
1349,1
1350,0
1351,0
1352,1
1353,0
1354,1
1355,0
1356,1
1357,1
1358,1
1359,0
1360,1
1361,1
1362,1
1363,1
1364,0
1365,0
1366,1
1367,1
1368,1
1369,0
1370,1
1371,1
1372,0
1373,1
1374,0
1375,1
1376,0
1377,0
1378,0
1379,1
1380,0
1381,1
1382,0
1383,0
1384,0
1385,0
1386,1
1387,0
1388,1
1389,1
1390,1
1391,0
1392,0
1393,1
1394,1
1395,1
1396,0
1397,1
1398,1
1399,0
1400,0
1401,0
1402,0
1403,0
1404,0
1405,1
1406,1
1407,1
1408,0
1409,1
1410,1
1411,0
1412,1
1413,1
1414,1
1415,1
1416,1
1417,0
1418,1
1419,1
1420,0
1421,1
1422,0
1423,0
1424,0
1425,1
1426,1
1427,0
1428,1
1429,1
1430,0
1431,0
1432,1
1433,1
1434,0
1435,1
1436,1
1437,1
1438,0
1439,0
1440,1
1441,0
1442,0
1443,1
1444,0
1445,0
1446,1
1447,1
1448,0
1449,0
1450,1
1451,0
1452,0
1453,1
1454,0
1455,1
1456,0
1457,1
1458,1
1459,1
1460,1
1461,0
1462,1
1463,1
1464,1
1465,0
1466,0
1467,0
1468,1
1469,0
1470,1
1471,1
1472,0
1473,0
1474,0
1475,0
1476,1
1477,0
1478,0
1479,0
1480,0
1481,1
1482,1
1484,0
1485,1
1486,1
1487,1
1488,1
1489,0
1490,0
1491,1
1492,1
1493,1
1494,0
1495,1
1496,0
1497,1
1498,0
1499,0
1500,1
1501,1
1502,1
1503,1
1504,1
1505,0
1506,1
1507,1
1508,1
1509,0
1510,1
1511,0
1512,1
1513,0
1514,0
1515,0
1516,1
1517,0
1518,0
1519,1
1520,0
1521,1
1522,1
1523,1
1524,0
1525,0
1526,0
1527,1
1528,0
1529,1
1530,0
1531,1
1532,1
1533,1
1534,0
1535,1
1536,1
1537,0
1538,1
1539,0
1540,0
1541,0
1542,1
1543,0
1544,1
1545,0
1546,0
1547,1
1548,1
1549,1
1550,1
1551,0
1552,1
1553,1
1554,0
1555,1
1556,1
1557,0
1558,1
1559,1
1560,0
1561,0
1562,0
1563,1
1564,1
1565,0
1566,1
1567,0
1568,1
1569,0
1570,1
1571,0
1572,1
1573,1
1574,0
1575,0
1576,1
1577,0
1578,1
1579,1
1580,1
1581,1
1582,1
1583,0
1584,1
1585,0
1586,1
1587,1
1588,1
1589,1
1590,1
1591,1
1592,1
1593,0
1594,1
1595,1
1596,0
1597,0
1598,1
1599,0
1600,0
1601,1
1602,0
1603,0
1604,1
1605,1
1606,1
1607,1
1608,1
1609,0
1610,0
1611,0
1612,0
1613,1
1614,1
1615,0
1616,0
1617,0
1618,0
1619,0
1620,1
1621,0
1622,0
1623,1
1624,1
1625,1
1626,1
1627,0
1628,0
1629,0
1630,0
1631,0
1632,0
1633,0
1634,1
1635,1
1636,0
1637,1
1638,1
1639,0
1640,1
1641,1
1642,1
1643,0
1644,1
1645,1
1646,0
1647,1
1648,0
1649,0
1650,0
1651,1
1652,0
1653,1
1654,0
1655,1
1656,1
1657,1
1658,1
1659,0
1660,0
1661,0
1662,0
1663,0
1664,0
1665,0
1666,1
1667,1
1668,0
1669,0
1670,1
1671,1
1672,0
1673,1
1674,1
1675,1
1676,1
1677,0
1678,1
1679,0
1680,1
1681,0
1682,0
1683,1
1684,0
1685,0
1686,1
1687,0
1688,1
1689,1
1690,1
1691,0
1692,0
1693,0
1694,1
1695,1
1696,0
1697,0
1698,1
1699,0
1700,1
1701,1
1702,0
1703,0
1704,0
1705,1
1706,1
1708,1
1709,1
1710,1
1711,0
1712,1
1713,0
1714,0
1715,1
1716,0
1717,1
1718,1
1719,0
1720,1
1721,1
1722,0
1723,1
1724,1
1725,0
1726,1
1727,0
1728,0
1729,1
1730,1
1731,1
1732,1
1733,0
1734,0
1735,0
1736,0
1737,1
1738,1
1739,0
1740,0
1741,0
1742,0
1743,1
1744,0
1745,0
1746,1
1747,1
1748,0
1749,1
1750,1
1751,0
1752,0
1753,1
1754,1
1755,1
1756,1
1757,0
1758,1
1759,0
1760,1
1761,1
1762,1
1763,1
1764,1
1765,1
1766,0
1767,0
1768,0
1769,1
1770,0
1771,0
1772,0
1773,1
1774,1
1775,0
1776,1
1777,1
1778,1
1779,1
1780,0
1781,1
1782,1
1783,1
1784,1
1785,1
1786,0
1787,0
1788,0
1789,1
1790,1
1791,0
1792,0
1793,0
1794,1
1795,0
1796,0
1797,1
1798,1
1799,0
1800,1
1801,0
1802,0
1803,0
1805,0
1806,1
1807,0
1808,0
1809,0
1810,0
1811,1
1812,1
1813,1
1814,0
1815,0
1816,0
1817,0
1818,1
1819,1
1820,1
1821,1
1822,1
1823,0
1824,1
1825,1
1826,1
1827,0
1828,1
1829,0
1830,1
1831,0
1832,0
1833,1
1834,1
1835,1
1836,0
1837,1
1838,0
1839,1
1840,1
1841,0
1842,0
1843,1
1844,1
1846,1
1847,0
1848,1
1849,1
1850,0
1851,1
1852,0
1853,1
1854,1
1855,1
1856,0
1857,1
1858,1
1859,1
1860,0
1861,0
1862,1
1863,0
1864,1
1865,1
1866,0
1867,1
1868,0
1869,1
1870,0
1871,0
1872,1
1873,0
1874,1
1875,1
1876,1
1877,1
1878,0
1879,1
1880,0
1881,0
1882,0
1883,0
1884,1
1885,1
1886,1
1887,0
1888,1
1889,1
1890,1
1891,1
1892,1
1893,0
1894,1
1895,0
1896,1
1897,0
1898,0
1899,1
1900,1
1901,1
1902,0
1903,0
1904,1
1905,0
1906,0
1907,0
1908,0
1909,1
1910,1
1911,0
1912,1
1913,0
1914,0
1915,0
1916,1
1917,0
1918,1
1919,1
1920,1
1921,0
1922,0
1923,1
1924,0
1925,0
1926,1
1927,0
1928,0
1929,0
1930,0
1931,1
1932,1
1933,1
1934,0
1935,0
1936,0
1937,1
1938,1
1939,0
1940,1
1941,0
1942,0
1943,0
1944,0
1945,0
1946,1
1947,1
1948,0
1949,0
1950,1
1951,1
1952,0
1953,0
1954,1
1955,0
1956,0
1957,1
1958,1
1959,0
1960,1
1961,0
1962,1
1963,1
1964,0
1965,1
1966,1
1967,1
1968,0
1969,0
1970,0
1971,0
1972,1
1973,1
1974,0
1975,1
1976,0
1977,1
1978,1
1979,0
1980,0
1981,1
1982,1
1983,1
1984,0
1985,1
1986,0
1987,1
1988,0
1989,0
1990,0
1991,1
1992,0
1993,0
1994,0
1995,0
1996,0
1997,0
1998,0
1999,0
2000,0
2001,1
2002,0
2003,1
2004,0
2005,0
2006,1
2007,1
2008,1
2009,1
2010,0
2011,0
2012,0
2013,0
2014,0
2015,1
2016,0
2017,0
2018,1
2019,0
2020,1
2021,1
2022,0
2023,1
2024,0
2025,0
2026,0
2027,0
2028,1
2029,1
2030,0
2031,1
2032,0
2033,0
2034,0
2035,0
2036,1
2037,1
2038,1
2039,1
2040,0
2041,1
2042,0
2043,0
2044,0
2045,1
2046,0
2047,1
2048,0
2049,0
2050,0
2051,1
2052,1
2053,1
2054,0
2055,1
2056,0
2057,0
2058,0
2059,1
2060,0
2061,0
2062,1
2063,0
2064,0
2065,0
2066,0
2067,1
2068,0
2070,0
2071,0
2072,1
2073,1
2074,1
2075,1
2076,1
2077,1
2078,1
2079,1
2080,0
2081,1
2082,1
2083,1
2084,1
2085,0
2086,1
2087,1
2088,0
2089,1
2090,0
2091,0
2092,0
2093,0
2094,1
2095,0
2096,0
2097,1
2098,0
2099,0
2100,1
2101,1
2102,0
2103,0
2104,0
2105,1
2106,0
2107,1
2108,0
2109,1
2110,1
2111,0
2112,1
2113,1
2114,1
2115,1
2116,0
2117,1
2118,0
2119,1
2120,1
2121,1
2122,1
2123,1
2124,0
2125,0
2126,0
2127,1
2128,0
2129,1
2130,0
2131,0
2132,1
2133,1
2134,1
2135,1
2136,1
2137,1
2138,0
2139,0
2140,0
2141,1
2142,1
2143,0
2144,1
2145,0
2146,1
2147,0
2148,1
2149,1
2150,1
2151,1
2152,1
2153,0
2154,1
2155,1
2156,1
2157,1
2158,1
2159,1
2160,1
2161,1
2162,0
2163,0
2164,0
2165,0
2166,1
2167,1
2168,1
2169,0
2170,1
2171,1
2172,0
2173,0
2174,1
2175,1
2176,0
2177,1
2178,1
2179,1
2180,0
2181,1
2182,1
2183,0
2184,0
2185,0
2186,0
2187,1
2188,1
2189,1
2190,0
2191,1
2192,0
2193,0
2194,1
2195,1
2196,1
2197,1
2198,1
2199,0
2200,1
2201,0
2202,1
2203,1
2204,0
2205,1
2206,0
2207,0
2208,0
2209,1
2210,0
2211,1
2212,1
2213,1
2214,1
2215,0
2216,0
2217,1
2218,1
2219,1
2220,1
2221,0
2222,1
2223,1
2224,0
2225,0
2226,0
2227,0
2228,0
2229,1
2230,0
2231,0
2232,1
2233,1
2234,1
2235,0
2236,1
2237,0
2238,1
2239,1
2240,1
2241,1
2242,1
2243,1
2244,1
2245,1
2246,0
2247,0
2248,1
2249,1
2250,0
2251,1
2252,0
2253,0
2254,0
2255,0
2256,0
2257,1
2258,1
2259,1
2260,0
2261,0
2262,1
2263,0
2264,1
2265,0
2266,0
2267,1
2268,1
2269,0
2270,1
2271,0
2272,0
2273,1
2274,0
2275,1
2276,1
2277,1
2278,0
2279,1
2280,1
2281,0
2282,0
2283,1
2284,1
2285,1
2286,1
2287,1
2288,1
2289,0
2290,1
2291,0
2292,0
2293,1
2294,1
2295,1
2296,1
2297,1
2298,1
2299,0
2300,1
2301,0
2302,0
2303,0
2304,1
2305,0
2306,1
2307,0
2308,1
2309,0
2310,0
2311,0
2312,0
2313,1
2314,1
2315,0
2316,0
2317,1
2318,1
2319,0
2320,0
2321,1
2322,0
2323,1
2324,1
2325,1
2326,0
2327,1
2328,0
2329,0
2330,0
2331,1
2332,1
2333,0
2334,1
2335,0
2336,0
2337,1
2338,0
2339,0
2340,1
2341,0
2342,0
2343,1
2344,1
2345,0
2346,1
2347,0
2348,0
2349,0
2350,0
2351,1
2352,0
2353,1
2354,1
2355,1
2356,1
2357,0
2358,0
2359,0
2360,0
2361,1
2362,1
2363,1
2364,1
2365,1
2366,0
2367,1
2368,1
2369,1
2370,1
2371,1
2372,0
2373,1
2374,1
2375,0
2376,0
2377,1
2378,1
2379,0
2380,0
2381,1
2382,0
2383,1
2384,0
2385,1
2386,1
2387,0
2388,1
2389,1
2390,1
2391,1
2392,1
2393,0
2394,1
2395,1
2396,0
2397,0
2398,1
2399,0
2400,1
2401,1
2402,1
2403,1
2405,1
2406,1
2407,1
2408,1
2409,0
2410,0
2411,1
2412,1
2413,0
2414,0
2415,1
2416,1
2417,0
2418,0
2419,1
2420,0
2421,1
2422,0
2423,0
2424,1
2425,1
2426,1
2427,0
2428,1
2429,0
2430,1
2431,0
2432,1
2433,0
2434,1
2435,1
2436,0
2437,1
2438,0
2439,1
2440,0
2441,0
2442,1
2443,1
2444,0
2445,0
2446,0
2447,1
2448,1
2449,0
2450,1
2451,0
2452,0
2453,1
2454,0
2455,0
2456,0
2457,0
2458,1
2459,0
2460,1
2461,0
2462,0
2463,0
2464,1
2465,1
2466,1
2467,1
2468,1
2469,0
2470,0
2471,1
2472,0
2473,0
2474,1
2475,1
2476,1
2477,0
2478,1
2479,0
2480,0
2481,0
2482,1
2483,1
2484,1
2485,0
2486,0
2487,0
2488,1
2489,0
2490,1
2491,0
2492,0
2493,1
2494,1
2495,0
2496,0
2497,0
2498,1
2499,1
2500,1
2501,1
2502,1
2503,0
2504,0
2505,1
2506,1
2507,0
2508,1
2509,0
2510,1
2511,1
2512,0
2513,0
2514,1
2515,1
2516,1
2517,1
2518,0
2519,1
2520,1
2521,0
2522,1
2523,1
2524,1
2525,1
2526,1
2527,1
2528,0
2529,1
2530,1
2531,1
2532,0
2533,1
2534,1
2535,1
2536,1
2537,1
2538,1
2539,0
2540,1
2541,0
2542,1
2543,0
2544,0
2545,1
2546,1
2547,1
2548,0
2549,1
2550,1
2551,1
2552,0
2553,1
2554,0
2555,0
2556,1
2557,0
2558,1
2559,0
2560,1
2561,1
2562,1
2563,1
2564,1
2565,0
2566,0
2567,1
2568,0
2569,1
2570,1
2571,0
2572,0
2573,1
2574,0
2575,1
2576,1
2577,0
2578,1
2579,0
2580,1
2581,0
2582,1
2583,0
2584,1
2585,1
2586,1
2587,1
2588,1
2589,1
2590,0
2591,1
2592,1
2593,1
2594,0
2595,0
2596,1
2597,0
2598,0
2599,1
2600,0
2601,0
2602,0
2603,1
2604,1
2605,0
2606,1
2607,1
2608,1
2609,1
2610,1
2611,0
2612,0
2613,1
2614,1
2615,1
2616,1
2617,1
2618,1
2619,1
2620,0
2621,0
2622,0
2623,0
2624,1
2625,0
2626,0
2627,1
2628,1
2629,1
2630,1
2631,0
2632,1
2633,0
2634,0
2635,0
2636,1
2637,0
2638,0
2639,0
2640,1
2641,1
2642,0
2643,0
2644,0
2645,1
2646,0
2647,0
2648,1
2649,0
2650,1
2651,0
2652,1
2653,1
2654,0
2655,1
2656,0
2657,1
2658,0
2659,1
2660,0
2661,1
2662,0
2663,1
2664,1
2665,0
2666,0
2667,0
2668,0
2669,1
2670,0
2671,0
2672,1
2673,0
2674,1
2675,0
2676,1
2677,1
2678,1
2679,0
2680,0
2681,1
2682,0
2683,1
2684,1
2685,0
2686,1
2687,0
2688,0
2689,0
2690,1
2691,1
2692,0
2693,1
2694,0
2695,1
2696,1
2697,0
2698,0
2699,0
2700,0
2701,0
2702,0
2703,0
2704,1
2705,0
2706,1
2707,1
2708,1
2709,0
2710,0
2711,0
2712,1
2713,0
2714,1
2715,1
2716,0
2717,0
2718,0
2719,0
2720,1
2721,1
2722,1
2723,1
2724,1
2725,0
2726,1
2727,0
2728,1
2729,0
2730,1
2731,1
2732,1
2733,0
2734,1
2735,1
2736,0
2737,1
2738,1
2739,1
2740,1
2741,0
2742,1
2743,0
2744,1
2745,0
2746,0
2747,0
2748,1
2749,1
2750,0
2751,1
2752,0
2753,0
2754,1
2755,1
2756,0
2757,0
2758,0
2759,0
2760,1
2761,0
2762,1
2763,1
2764,1
2765,1
2766,1
2767,0
2768,1
2769,0
2770,0
2771,0
2772,1
2773,0
2774,1
2775,0
2776,1
2777,1
2778,0
2779,0
2780,1
2781,1
2782,0
2783,0
2784,1
2785,1
2786,0
2787,1
2788,0
2789,0
2790,0
2791,0
2792,0
2793,1
2794,1
2795,1
2796,1
2797,0
2798,1
2800,0
2801,0
2802,0
2803,0
2804,1
2805,1
2806,0
2807,0
2808,0
2809,1
2810,1
2811,1
2812,1
2813,0
2814,1
2815,1
2816,1
2817,1
2818,0
2819,1
2820,0
2821,0
2822,1
2823,0
2824,1
2825,1
2826,1
2827,0
2828,1
2829,0
2830,0
2831,0
2832,0
2833,1
2834,0
2835,1
2836,0
2837,0
2838,0
2839,0
2840,1
2841,1
2842,1
2843,0
2844,0
2845,1
2846,1
2847,0
2848,1
2849,1
2850,0
2851,0
2852,1
2853,1
2854,1
2855,1
2856,0
2857,0
2858,1
2859,0
2860,0
2861,0
2862,1
2863,0
2864,0
2865,0
2866,0
2867,1
2868,0
2869,1
2870,1
2871,1
2872,0
2873,0
2874,0
2875,0
2876,0
2877,0
2878,1
2879,1
2880,0
2881,0
2882,1
2883,0
2884,1
2885,1
2886,1
2887,1
2888,0
2889,0
2890,1
2891,1
2892,1
2893,0
2894,1
2895,1
2896,1
2897,1
2898,0
2899,1
2900,1
2901,1
2902,0
2903,0
2904,1
2905,1
2906,0
2907,0
2908,1
2909,1
2910,0
2911,0
2912,0
2913,0
2914,0
2915,0
2916,0
2917,0
2918,0
2919,1
2920,0
2921,1
2922,1
2923,1
2924,1
2925,0
2926,1
2927,1
2928,0
2929,1
2930,0
2931,0
2932,1
2933,0
2934,0
2935,0
2936,0
2937,1
2938,0
2939,1
2940,1
2941,1
2942,1
2943,1
2944,0
2945,1
2946,1
2947,0
2948,0
2949,1
2950,1
2951,0
2952,1
2953,1
2954,0
2955,1
2956,1
2957,0
2958,0
2959,0
2960,0
2961,0
2962,1
2963,1
2964,1
2965,0
2966,0
2967,1
2968,1
2969,0
2970,1
2971,0
2972,0
2973,0
2974,1
2975,0
2976,0
2978,0
2979,1
2980,1
2981,1
2982,0
2983,0
2984,0
2985,1
2986,1
2987,1
2988,0
2989,0
2990,1
2991,1
2992,1
2993,0
2994,0
2995,0
2996,0
2997,1
2998,0
2999,0
3000,1
3001,0
3002,1
3003,0
3004,0
3005,0
3006,0
3007,1
3008,0
